claim_id,claim,impact,kind,epistemics,supported,reason,evidence_origins,evidence_urls,conflicts
hamel-husain-my-blog-site-classification,hamelsmu/my-blog-site: primary classification INSUFFICIENT_EVIDENCE (confidence 21 below the 40 floor for any classification),NORMAL,PRESENCE,INFERENCE,no,only self-described sources (e.g. README) back this claim; a README statement is not independent corroboration,,,
hamel-husain-my-blog-site-no-tests,hamelsmu/my-blog-site contains no test suite,NORMAL,ABSENCE,OBSERVATION,no,only self-described sources (e.g. README) back this claim; a README statement is not independent corroboration,,,
hamel-husain-my-first-jupyter-ext-classification,hamelsmu/my-first-jupyter-ext: primary classification INSUFFICIENT_EVIDENCE (confidence 21 below the 40 floor for any classification),NORMAL,PRESENCE,INFERENCE,no,only self-described sources (e.g. README) back this claim; a README statement is not independent corroboration,,,
hamel-husain-my-first-jupyter-ext-no-tests,hamelsmu/my-first-jupyter-ext contains no test suite,NORMAL,ABSENCE,OBSERVATION,no,only self-described sources (e.g. README) back this claim; a README statement is not independent corroboration,,,
hamel-husain-mywebsite-classification,hamelsmu/mywebsite: primary classification INSUFFICIENT_EVIDENCE (confidence 21 below the 40 floor for any classification),NORMAL,PRESENCE,INFERENCE,no,only self-described sources (e.g. README) back this claim; a README statement is not independent corroboration,,,
hamel-husain-mywebsite-no-tests,hamelsmu/mywebsite contains no test suite,NORMAL,ABSENCE,OBSERVATION,no,only self-described sources (e.g. README) back this claim; a README statement is not independent corroboration,,,
hamel-husain-nbdev-demo-j-classification,hamelsmu/nbdev-demo-j: primary classification INSUFFICIENT_EVIDENCE (confidence 21 below the 40 floor for any classification),NORMAL,PRESENCE,INFERENCE,no,only self-described sources (e.g. README) back this claim; a README statement is not independent corroboration,,,
hamel-husain-nbdev-demo-j-no-tests,hamelsmu/nbdev-demo-j contains no test suite,NORMAL,ABSENCE,OBSERVATION,no,only self-described sources (e.g. README) back this claim; a README statement is not independent corroboration,,,
hamel-husain-nbdev-demo-k-classification,hamelsmu/nbdev-demo-k: primary classification INSUFFICIENT_EVIDENCE (confidence 21 below the 40 floor for any classification),NORMAL,PRESENCE,INFERENCE,no,only self-described sources (e.g. README) back this claim; a README statement is not independent corroboration,,,
hamel-husain-nbdev-demo-k-no-tests,hamelsmu/nbdev-demo-k contains no test suite,NORMAL,ABSENCE,OBSERVATION,no,only self-described sources (e.g. README) back this claim; a README statement is not independent corroboration,,,
hamel-husain-nbdev-fix-test-classification,hamelsmu/nbdev-fix-test: primary classification INSUFFICIENT_EVIDENCE (confidence 21 below the 40 floor for any classification),NORMAL,PRESENCE,INFERENCE,no,only self-described sources (e.g. README) back this claim; a README statement is not independent corroboration,,,
hamel-husain-nbdev-fix-test-no-tests,hamelsmu/nbdev-fix-test contains no test suite,NORMAL,ABSENCE,OBSERVATION,no,only self-described sources (e.g. README) back this claim; a README statement is not independent corroboration,,,
hamel-husain-nbdev-master-test-classification,hamelsmu/nbdev-master-test: primary classification INSUFFICIENT_EVIDENCE (confidence 21 below the 40 floor for any classification),NORMAL,PRESENCE,INFERENCE,no,only self-described sources (e.g. README) back this claim; a README statement is not independent corroboration,,,
hamel-husain-nbdev-master-test-no-tests,hamelsmu/nbdev-master-test contains no test suite,NORMAL,ABSENCE,OBSERVATION,no,only self-described sources (e.g. README) back this claim; a README statement is not independent corroboration,,,
hamel-husain-nbdev-minimal-classification,hamelsmu/nbdev-minimal: primary classification INSUFFICIENT_EVIDENCE (confidence 21 below the 40 floor for any classification),NORMAL,PRESENCE,INFERENCE,no,only self-described sources (e.g. README) back this claim; a README statement is not independent corroboration,,,
hamel-husain-nbdev-minimal-no-tests,hamelsmu/nbdev-minimal contains no test suite,NORMAL,ABSENCE,OBSERVATION,no,only self-described sources (e.g. README) back this claim; a README statement is not independent corroboration,,,
hamel-husain-nbdev-test2023-classification,hamelsmu/nbdev-test2023: primary classification INSUFFICIENT_EVIDENCE (confidence 21 below the 40 floor for any classification),NORMAL,PRESENCE,INFERENCE,no,only self-described sources (e.g. README) back this claim; a README statement is not independent corroboration,,,
hamel-husain-nbdev-test2023-no-tests,hamelsmu/nbdev-test2023 contains no test suite,NORMAL,ABSENCE,OBSERVATION,no,only self-described sources (e.g. README) back this claim; a README statement is not independent corroboration,,,
hamel-husain-nbdev_blog-classification,hamelsmu/nbdev_blog: primary classification INSUFFICIENT_EVIDENCE (confidence 21 below the 40 floor for any classification),NORMAL,PRESENCE,INFERENCE,no,only self-described sources (e.g. README) back this claim; a README statement is not independent corroboration,,,
hamel-husain-nbdev_blog-no-tests,hamelsmu/nbdev_blog contains no test suite,NORMAL,ABSENCE,OBSERVATION,no,only self-described sources (e.g. README) back this claim; a README statement is not independent corroboration,,,
hamel-husain-nbdev_ext-classification,hamelsmu/nbdev_ext: primary classification INSUFFICIENT_EVIDENCE (confidence 21 below the 40 floor for any classification),NORMAL,PRESENCE,INFERENCE,no,only self-described sources (e.g. README) back this claim; a README statement is not independent corroboration,,,
hamel-husain-nbdev_ext-no-tests,hamelsmu/nbdev_ext contains no test suite,NORMAL,ABSENCE,OBSERVATION,no,only self-described sources (e.g. README) back this claim; a README statement is not independent corroboration,,,
hamel-husain-nbdev_foo-classification,hamelsmu/nbdev_foo: primary classification INSUFFICIENT_EVIDENCE (confidence 21 below the 40 floor for any classification),NORMAL,PRESENCE,INFERENCE,no,only self-described sources (e.g. README) back this claim; a README statement is not independent corroboration,,,
hamel-husain-nbdev_foo-no-tests,hamelsmu/nbdev_foo contains no test suite,NORMAL,ABSENCE,OBSERVATION,no,only self-described sources (e.g. README) back this claim; a README statement is not independent corroboration,,,
hamel-husain-nbsanity-classification,hamelsmu/nbsanity: primary classification INSUFFICIENT_EVIDENCE (confidence 21 below the 40 floor for any classification),NORMAL,PRESENCE,INFERENCE,no,only self-described sources (e.g. README) back this claim; a README statement is not independent corroboration,,,
hamel-husain-nbsanity-no-tests,hamelsmu/nbsanity contains no test suite,NORMAL,ABSENCE,OBSERVATION,no,only self-described sources (e.g. README) back this claim; a README statement is not independent corroboration,,,
hamel-husain-nbsanity-test-classification,hamelsmu/nbsanity-test: primary classification INSUFFICIENT_EVIDENCE (confidence 21 below the 40 floor for any classification),NORMAL,PRESENCE,INFERENCE,no,only self-described sources (e.g. README) back this claim; a README statement is not independent corroboration,,,
hamel-husain-nbsanity-test-no-tests,hamelsmu/nbsanity-test contains no test suite,NORMAL,ABSENCE,OBSERVATION,no,only self-described sources (e.g. README) back this claim; a README statement is not independent corroboration,,,
hamel-husain-nb_export_test-classification,hamelsmu/nb_export_test: primary classification INSUFFICIENT_EVIDENCE (confidence 21 below the 40 floor for any classification),NORMAL,PRESENCE,INFERENCE,no,only self-described sources (e.g. README) back this claim; a README statement is not independent corroboration,,,
hamel-husain-nb_export_test-no-tests,hamelsmu/nb_export_test contains no test suite,NORMAL,ABSENCE,OBSERVATION,no,only self-described sources (e.g. README) back this claim; a README statement is not independent corroboration,,,
hamel-husain-new-site-classification,hamelsmu/new-site: primary classification INSUFFICIENT_EVIDENCE (confidence 21 below the 40 floor for any classification),NORMAL,PRESENCE,INFERENCE,no,only self-described sources (e.g. README) back this claim; a README statement is not independent corroboration,,,
hamel-husain-new-site-no-tests,hamelsmu/new-site contains no test suite,NORMAL,ABSENCE,OBSERVATION,no,only self-described sources (e.g. README) back this claim; a README statement is not independent corroboration,,,
hamel-husain-new_nbdev-classification,hamelsmu/new_nbdev: primary classification INSUFFICIENT_EVIDENCE (confidence 21 below the 40 floor for any classification),NORMAL,PRESENCE,INFERENCE,no,only self-described sources (e.g. README) back this claim; a README statement is not independent corroboration,,,
hamel-husain-new_nbdev-no-tests,hamelsmu/new_nbdev contains no test suite,NORMAL,ABSENCE,OBSERVATION,no,only self-described sources (e.g. README) back this claim; a README statement is not independent corroboration,,,
hamel-husain-new_nbdev2-classification,hamelsmu/new_nbdev2: primary classification INSUFFICIENT_EVIDENCE (confidence 21 below the 40 floor for any classification),NORMAL,PRESENCE,INFERENCE,no,only self-described sources (e.g. README) back this claim; a README statement is not independent corroboration,,,
hamel-husain-new_nbdev2-no-tests,hamelsmu/new_nbdev2 contains no test suite,NORMAL,ABSENCE,OBSERVATION,no,only self-described sources (e.g. README) back this claim; a README statement is not independent corroboration,,,
hamel-husain-new_nbdev_project-classification,hamelsmu/new_nbdev_project: primary classification INSUFFICIENT_EVIDENCE (confidence 21 below the 40 floor for any classification),NORMAL,PRESENCE,INFERENCE,no,only self-described sources (e.g. README) back this claim; a README statement is not independent corroboration,,,
hamel-husain-new_nbdev_project-no-tests,hamelsmu/new_nbdev_project contains no test suite,NORMAL,ABSENCE,OBSERVATION,no,only self-described sources (e.g. README) back this claim; a README statement is not independent corroboration,,,
hamel-husain-new_project-classification,hamelsmu/new_project: primary classification INSUFFICIENT_EVIDENCE (confidence 21 below the 40 floor for any classification),NORMAL,PRESENCE,INFERENCE,no,only self-described sources (e.g. README) back this claim; a README statement is not independent corroboration,,,
hamel-husain-new_project-no-tests,hamelsmu/new_project contains no test suite,NORMAL,ABSENCE,OBSERVATION,no,only self-described sources (e.g. README) back this claim; a README statement is not independent corroboration,,,
hamel-husain-new_stuff-classification,hamelsmu/new_stuff: primary classification INSUFFICIENT_EVIDENCE (confidence 21 below the 40 floor for any classification),NORMAL,PRESENCE,INFERENCE,no,only self-described sources (e.g. README) back this claim; a README statement is not independent corroboration,,,
hamel-husain-new_stuff-no-tests,hamelsmu/new_stuff contains no test suite,NORMAL,ABSENCE,OBSERVATION,no,only self-described sources (e.g. README) back this claim; a README statement is not independent corroboration,,,
hamel-husain-new_stuff2-classification,hamelsmu/new_stuff2: primary classification INSUFFICIENT_EVIDENCE (confidence 21 below the 40 floor for any classification),NORMAL,PRESENCE,INFERENCE,no,only self-described sources (e.g. README) back this claim; a README statement is not independent corroboration,,,
hamel-husain-new_stuff2-no-tests,hamelsmu/new_stuff2 contains no test suite,NORMAL,ABSENCE,OBSERVATION,no,only self-described sources (e.g. README) back this claim; a README statement is not independent corroboration,,,
hamel-husain-nolib_nbdev-classification,hamelsmu/nolib_nbdev: primary classification INSUFFICIENT_EVIDENCE (confidence 21 below the 40 floor for any classification),NORMAL,PRESENCE,INFERENCE,no,only self-described sources (e.g. README) back this claim; a README statement is not independent corroboration,,,
hamel-husain-nolib_nbdev-no-tests,hamelsmu/nolib_nbdev contains no test suite,NORMAL,ABSENCE,OBSERVATION,no,only self-described sources (e.g. README) back this claim; a README statement is not independent corroboration,,,
hamel-husain-notebook-quarto-format-bug-classification,hamelsmu/notebook-quarto-format-bug: primary classification INSUFFICIENT_EVIDENCE (confidence 21 below the 40 floor for any classification),NORMAL,PRESENCE,INFERENCE,no,only self-described sources (e.g. README) back this claim; a README statement is not independent corroboration,,,
hamel-husain-notebook-quarto-format-bug-no-tests,hamelsmu/notebook-quarto-format-bug contains no test suite,NORMAL,ABSENCE,OBSERVATION,no,only self-described sources (e.g. README) back this claim; a README statement is not independent corroboration,,,
hamel-husain-notes-classification,hamelsmu/notes: primary classification INSUFFICIENT_EVIDENCE (confidence 21 below the 40 floor for any classification),NORMAL,PRESENCE,INFERENCE,no,only self-described sources (e.g. README) back this claim; a README statement is not independent corroboration,,,
hamel-husain-notes-no-tests,hamelsmu/notes contains no test suite,NORMAL,ABSENCE,OBSERVATION,no,only self-described sources (e.g. README) back this claim; a README statement is not independent corroboration,,,
hamel-husain-notification-sanity-classification,hamelsmu/notification-sanity: primary classification INSUFFICIENT_EVIDENCE (confidence 21 below the 40 floor for any classification),NORMAL,PRESENCE,INFERENCE,no,only self-described sources (e.g. README) back this claim; a README statement is not independent corroboration,,,
hamel-husain-notification-sanity-no-tests,hamelsmu/notification-sanity contains no test suite,NORMAL,ABSENCE,OBSERVATION,no,only self-described sources (e.g. README) back this claim; a README statement is not independent corroboration,,,
hamel-husain-ntest11-classification,hamelsmu/ntest11: primary classification INSUFFICIENT_EVIDENCE (confidence 21 below the 40 floor for any classification),NORMAL,PRESENCE,INFERENCE,no,only self-described sources (e.g. README) back this claim; a README statement is not independent corroboration,,,
hamel-husain-ntest11-no-tests,hamelsmu/ntest11 contains no test suite,NORMAL,ABSENCE,OBSERVATION,no,only self-described sources (e.g. README) back this claim; a README statement is not independent corroboration,,,
hamel-husain-ntest12-classification,hamelsmu/ntest12: primary classification INSUFFICIENT_EVIDENCE (confidence 21 below the 40 floor for any classification),NORMAL,PRESENCE,INFERENCE,no,only self-described sources (e.g. README) back this claim; a README statement is not independent corroboration,,,
hamel-husain-ntest12-no-tests,hamelsmu/ntest12 contains no test suite,NORMAL,ABSENCE,OBSERVATION,no,only self-described sources (e.g. README) back this claim; a README statement is not independent corroboration,,,
hamel-husain-ntest13-classification,hamelsmu/ntest13: primary classification INSUFFICIENT_EVIDENCE (confidence 21 below the 40 floor for any classification),NORMAL,PRESENCE,INFERENCE,no,only self-described sources (e.g. README) back this claim; a README statement is not independent corroboration,,,
hamel-husain-ntest13-no-tests,hamelsmu/ntest13 contains no test suite,NORMAL,ABSENCE,OBSERVATION,no,only self-described sources (e.g. README) back this claim; a README statement is not independent corroboration,,,
hamel-husain-ntest18-classification,hamelsmu/ntest18: primary classification INSUFFICIENT_EVIDENCE (confidence 21 below the 40 floor for any classification),NORMAL,PRESENCE,INFERENCE,no,only self-described sources (e.g. README) back this claim; a README statement is not independent corroboration,,,
hamel-husain-ntest18-no-tests,hamelsmu/ntest18 contains no test suite,NORMAL,ABSENCE,OBSERVATION,no,only self-described sources (e.g. README) back this claim; a README statement is not independent corroboration,,,
hamel-husain-ntest2-classification,hamelsmu/ntest2: primary classification INSUFFICIENT_EVIDENCE (confidence 21 below the 40 floor for any classification),NORMAL,PRESENCE,INFERENCE,no,only self-described sources (e.g. README) back this claim; a README statement is not independent corroboration,,,
hamel-husain-ntest2-no-tests,hamelsmu/ntest2 contains no test suite,NORMAL,ABSENCE,OBSERVATION,no,only self-described sources (e.g. README) back this claim; a README statement is not independent corroboration,,,
hamel-husain-ntest3-classification,hamelsmu/ntest3: primary classification INSUFFICIENT_EVIDENCE (confidence 21 below the 40 floor for any classification),NORMAL,PRESENCE,INFERENCE,no,only self-described sources (e.g. README) back this claim; a README statement is not independent corroboration,,,
hamel-husain-ntest3-no-tests,hamelsmu/ntest3 contains no test suite,NORMAL,ABSENCE,OBSERVATION,no,only self-described sources (e.g. README) back this claim; a README statement is not independent corroboration,,,
hamel-husain-ntest7-classification,hamelsmu/ntest7: primary classification INSUFFICIENT_EVIDENCE (confidence 21 below the 40 floor for any classification),NORMAL,PRESENCE,INFERENCE,no,only self-described sources (e.g. README) back this claim; a README statement is not independent corroboration,,,
hamel-husain-ntest7-no-tests,hamelsmu/ntest7 contains no test suite,NORMAL,ABSENCE,OBSERVATION,no,only self-described sources (e.g. README) back this claim; a README statement is not independent corroboration,,,
hamel-husain-nwu_cards_demo-classification,hamelsmu/nwu_cards_demo: primary classification INSUFFICIENT_EVIDENCE (confidence 21 below the 40 floor for any classification),NORMAL,PRESENCE,INFERENCE,no,only self-described sources (e.g. README) back this claim; a README statement is not independent corroboration,,,
hamel-husain-nwu_cards_demo-no-tests,hamelsmu/nwu_cards_demo contains no test suite,NORMAL,ABSENCE,OBSERVATION,no,only self-described sources (e.g. README) back this claim; a README statement is not independent corroboration,,,
hamel-husain-oauth-render-quarto-classification,hamelsmu/oauth-render-quarto: primary classification INSUFFICIENT_EVIDENCE (confidence 21 below the 40 floor for any classification),NORMAL,PRESENCE,INFERENCE,no,only self-described sources (e.g. README) back this claim; a README statement is not independent corroboration,,,
hamel-husain-oauth-render-quarto-no-tests,hamelsmu/oauth-render-quarto contains no test suite,NORMAL,ABSENCE,OBSERVATION,no,only self-described sources (e.g. README) back this claim; a README statement is not independent corroboration,,,
hamel-husain-oauth-tutorial-classification,hamelsmu/oauth-tutorial: primary classification INSUFFICIENT_EVIDENCE (confidence 21 below the 40 floor for any classification),NORMAL,PRESENCE,INFERENCE,no,only self-described sources (e.g. README) back this claim; a README statement is not independent corroboration,,,
hamel-husain-oauth-tutorial-no-tests,hamelsmu/oauth-tutorial contains no test suite,NORMAL,ABSENCE,OBSERVATION,no,only self-described sources (e.g. README) back this claim; a README statement is not independent corroboration,,,
hamel-husain-pdfredact-classification,hamelsmu/pdfredact: primary classification INSUFFICIENT_EVIDENCE (confidence 21 below the 40 floor for any classification),NORMAL,PRESENCE,INFERENCE,no,only self-described sources (e.g. README) back this claim; a README statement is not independent corroboration,,,
hamel-husain-pdfredact-no-tests,hamelsmu/pdfredact contains no test suite,NORMAL,ABSENCE,OBSERVATION,no,only self-described sources (e.g. README) back this claim; a README statement is not independent corroboration,,,
hamel-husain-phx-bench-classification,hamelsmu/phx-bench: primary classification INSUFFICIENT_EVIDENCE (confidence 21 below the 40 floor for any classification),NORMAL,PRESENCE,INFERENCE,no,only self-described sources (e.g. README) back this claim; a README statement is not independent corroboration,,,
hamel-husain-phx-bench-no-tests,hamelsmu/phx-bench contains no test suite,NORMAL,ABSENCE,OBSERVATION,no,only self-described sources (e.g. README) back this claim; a README statement is not independent corroboration,,,
hamel-husain-PML-classification,hamelsmu/PML: primary classification INSUFFICIENT_EVIDENCE (confidence 21 below the 40 floor for any classification),NORMAL,PRESENCE,INFERENCE,no,only self-described sources (e.g. README) back this claim; a README statement is not independent corroboration,,,
hamel-husain-PML-no-tests,hamelsmu/PML contains no test suite,NORMAL,ABSENCE,OBSERVATION,no,only self-described sources (e.g. README) back this claim; a README statement is not independent corroboration,,,
hamel-husain-posit-python-quarto-classification,hamelsmu/posit-python-quarto: primary classification INSUFFICIENT_EVIDENCE (confidence 21 below the 40 floor for any classification),NORMAL,PRESENCE,INFERENCE,no,only self-described sources (e.g. README) back this claim; a README statement is not independent corroboration,,,
hamel-husain-posit-python-quarto-no-tests,hamelsmu/posit-python-quarto contains no test suite,NORMAL,ABSENCE,OBSERVATION,no,only self-described sources (e.g. README) back this claim; a README statement is not independent corroboration,,,
hamel-husain-posit2023-nbdev-classification,hamelsmu/posit2023-nbdev: primary classification INSUFFICIENT_EVIDENCE (confidence 21 below the 40 floor for any classification),NORMAL,PRESENCE,INFERENCE,no,only self-described sources (e.g. README) back this claim; a README statement is not independent corroboration,,,
hamel-husain-posit2023-nbdev-no-tests,hamelsmu/posit2023-nbdev contains no test suite,NORMAL,ABSENCE,OBSERVATION,no,only self-described sources (e.g. README) back this claim; a README statement is not independent corroboration,,,
hamel-husain-pydantic-yaml-parser-classification,hamelsmu/pydantic-yaml-parser: primary classification INSUFFICIENT_EVIDENCE (confidence 21 below the 40 floor for any classification),NORMAL,PRESENCE,INFERENCE,no,only self-described sources (e.g. README) back this claim; a README statement is not independent corroboration,,,
hamel-husain-pydantic-yaml-parser-no-tests,hamelsmu/pydantic-yaml-parser contains no test suite,NORMAL,ABSENCE,OBSERVATION,no,only self-described sources (e.g. README) back this claim; a README statement is not independent corroboration,,,
hamel-husain-pydnbdev-classification,hamelsmu/pydnbdev: primary classification INSUFFICIENT_EVIDENCE (confidence 21 below the 40 floor for any classification),NORMAL,PRESENCE,INFERENCE,no,only self-described sources (e.g. README) back this claim; a README statement is not independent corroboration,,,
hamel-husain-pydnbdev-no-tests,hamelsmu/pydnbdev contains no test suite,NORMAL,ABSENCE,OBSERVATION,no,only self-described sources (e.g. README) back this claim; a README statement is not independent corroboration,,,
hamel-husain-pydoc_quarto-classification,hamelsmu/pydoc_quarto: primary classification INSUFFICIENT_EVIDENCE (confidence 21 below the 40 floor for any classification),NORMAL,PRESENCE,INFERENCE,no,only self-described sources (e.g. README) back this claim; a README statement is not independent corroboration,,,
hamel-husain-pydoc_quarto-no-tests,hamelsmu/pydoc_quarto contains no test suite,NORMAL,ABSENCE,OBSERVATION,no,only self-described sources (e.g. README) back this claim; a README statement is not independent corroboration,,,
hamel-husain-pyscript-getemail-classification,hamelsmu/pyscript-getemail: primary classification INSUFFICIENT_EVIDENCE (confidence 21 below the 40 floor for any classification),NORMAL,PRESENCE,INFERENCE,no,only self-described sources (e.g. README) back this claim; a README statement is not independent corroboration,,,
hamel-husain-pyscript-getemail-no-tests,hamelsmu/pyscript-getemail contains no test suite,NORMAL,ABSENCE,OBSERVATION,no,only self-described sources (e.g. README) back this claim; a README statement is not independent corroboration,,,
hamel-husain-python-notes-classification,hamelsmu/python-notes: primary classification INSUFFICIENT_EVIDENCE (confidence 21 below the 40 floor for any classification),NORMAL,PRESENCE,INFERENCE,no,only self-described sources (e.g. README) back this claim; a README statement is not independent corroboration,,,
hamel-husain-python-notes-no-tests,hamelsmu/python-notes contains no test suite,NORMAL,ABSENCE,OBSERVATION,no,only self-described sources (e.g. README) back this claim; a README statement is not independent corroboration,,,
hamel-husain-quarto-docker-test-classification,hamelsmu/quarto-docker-test: primary classification INSUFFICIENT_EVIDENCE (confidence 21 below the 40 floor for any classification),NORMAL,PRESENCE,INFERENCE,no,only self-described sources (e.g. README) back this claim; a README statement is not independent corroboration,,,
hamel-husain-quarto-docker-test-no-tests,hamelsmu/quarto-docker-test contains no test suite,NORMAL,ABSENCE,OBSERVATION,no,only self-described sources (e.g. README) back this claim; a README statement is not independent corroboration,,,
hamel-husain-quarto-gpt-classification,hamelsmu/quarto-gpt: primary classification INSUFFICIENT_EVIDENCE (confidence 21 below the 40 floor for any classification),NORMAL,PRESENCE,INFERENCE,no,only self-described sources (e.g. README) back this claim; a README statement is not independent corroboration,,,
hamel-husain-quarto-gpt-no-tests,hamelsmu/quarto-gpt contains no test suite,NORMAL,ABSENCE,OBSERVATION,no,only self-described sources (e.g. README) back this claim; a README statement is not independent corroboration,,,
hamel-husain-quarto-latex-classification,hamelsmu/quarto-latex: primary classification INSUFFICIENT_EVIDENCE (confidence 21 below the 40 floor for any classification),NORMAL,PRESENCE,INFERENCE,no,only self-described sources (e.g. README) back this claim; a README statement is not independent corroboration,,,
hamel-husain-quarto-latex-no-tests,hamelsmu/quarto-latex contains no test suite,NORMAL,ABSENCE,OBSERVATION,no,only self-described sources (e.g. README) back this claim; a README statement is not independent corroboration,,,
hamel-husain-quarto-mermaid-classification,hamelsmu/quarto-mermaid: primary classification INSUFFICIENT_EVIDENCE (confidence 21 below the 40 floor for any classification),NORMAL,PRESENCE,INFERENCE,no,only self-described sources (e.g. README) back this claim; a README statement is not independent corroboration,,,
hamel-husain-quarto-mermaid-no-tests,hamelsmu/quarto-mermaid contains no test suite,NORMAL,ABSENCE,OBSERVATION,no,only self-described sources (e.g. README) back this claim; a README statement is not independent corroboration,,,
hamel-husain-quarto-minimal-classification,hamelsmu/quarto-minimal: primary classification INSUFFICIENT_EVIDENCE (confidence 21 below the 40 floor for any classification),NORMAL,PRESENCE,INFERENCE,no,only self-described sources (e.g. README) back this claim; a README statement is not independent corroboration,,,
hamel-husain-quarto-minimal-no-tests,hamelsmu/quarto-minimal contains no test suite,NORMAL,ABSENCE,OBSERVATION,no,only self-described sources (e.g. README) back this claim; a README statement is not independent corroboration,,,
hamel-husain-quarto-test-classification,hamelsmu/quarto-test: primary classification INSUFFICIENT_EVIDENCE (confidence 21 below the 40 floor for any classification),NORMAL,PRESENCE,INFERENCE,no,only self-described sources (e.g. README) back this claim; a README statement is not independent corroboration,,,
hamel-husain-quarto-test-no-tests,hamelsmu/quarto-test contains no test suite,NORMAL,ABSENCE,OBSERVATION,no,only self-described sources (e.g. README) back this claim; a README statement is not independent corroboration,,,
hamel-husain-quartodoc-members-repro-classification,hamelsmu/quartodoc-members-repro: primary classification INSUFFICIENT_EVIDENCE (confidence 21 below the 40 floor for any classification),NORMAL,PRESENCE,INFERENCE,no,only self-described sources (e.g. README) back this claim; a README statement is not independent corroboration,,,
hamel-husain-quartodoc-members-repro-no-tests,hamelsmu/quartodoc-members-repro contains no test suite,NORMAL,ABSENCE,OBSERVATION,no,only self-described sources (e.g. README) back this claim; a README statement is not independent corroboration,,,
hamel-husain-quarto_nbcopy-classification,hamelsmu/quarto_nbcopy: primary classification INSUFFICIENT_EVIDENCE (confidence 21 below the 40 floor for any classification),NORMAL,PRESENCE,INFERENCE,no,only self-described sources (e.g. README) back this claim; a README statement is not independent corroboration,,,
hamel-husain-quarto_nbcopy-no-tests,hamelsmu/quarto_nbcopy contains no test suite,NORMAL,ABSENCE,OBSERVATION,no,only self-described sources (e.g. README) back this claim; a README statement is not independent corroboration,,,
hamel-husain-quarto_nbimg-classification,hamelsmu/quarto_nbimg: primary classification INSUFFICIENT_EVIDENCE (confidence 21 below the 40 floor for any classification),NORMAL,PRESENCE,INFERENCE,no,only self-described sources (e.g. README) back this claim; a README statement is not independent corroboration,,,
hamel-husain-quarto_nbimg-no-tests,hamelsmu/quarto_nbimg contains no test suite,NORMAL,ABSENCE,OBSERVATION,no,only self-described sources (e.g. README) back this claim; a README statement is not independent corroboration,,,
hamel-husain-react-deploy-test-classification,hamelsmu/react-deploy-test: primary classification INSUFFICIENT_EVIDENCE (confidence 21 below the 40 floor for any classification),NORMAL,PRESENCE,INFERENCE,no,only self-described sources (e.g. README) back this claim; a README statement is not independent corroboration,,,
hamel-husain-react-deploy-test-no-tests,hamelsmu/react-deploy-test contains no test suite,NORMAL,ABSENCE,OBSERVATION,no,only self-described sources (e.g. README) back this claim; a README statement is not independent corroboration,,,
hamel-husain-RepData_PeerAssessment1-classification,hamelsmu/RepData_PeerAssessment1: primary classification INSUFFICIENT_EVIDENCE (confidence 21 below the 40 floor for any classification),NORMAL,PRESENCE,INFERENCE,no,only self-described sources (e.g. README) back this claim; a README statement is not independent corroboration,,,
hamel-husain-RepData_PeerAssessment1-no-tests,hamelsmu/RepData_PeerAssessment1 contains no test suite,NORMAL,ABSENCE,OBSERVATION,no,only self-described sources (e.g. README) back this claim; a README statement is not independent corroboration,,,
hamel-husain-replicate-examples-classification,hamelsmu/replicate-examples: primary classification INSUFFICIENT_EVIDENCE (confidence 21 below the 40 floor for any classification),NORMAL,PRESENCE,INFERENCE,no,only self-described sources (e.g. README) back this claim; a README statement is not independent corroboration,,,
hamel-husain-replicate-examples-no-tests,hamelsmu/replicate-examples contains no test suite,NORMAL,ABSENCE,OBSERVATION,no,only self-described sources (e.g. README) back this claim; a README statement is not independent corroboration,,,
hamel-husain-research-council-classification,hamelsmu/research-council: primary classification EDUCATIONAL_OR_CURATED_VALUE (highest-priority label meeting its criteria: EDUCATIONAL_OR_CURATED_VALUE),NORMAL,PRESENCE,INFERENCE,yes,meets independence rules,api_listing;commit_history;file_listing;readme,https://github.com/hamelsmu/research-council/tree/main;https://github.com/hamelsmu/research-council/commit/bd86b7e;https://github.com/hamelsmu/research-council;https://github.com/hamelsmu/research-council/blob/main/README.md,
hamel-husain-research-council-no-tests,hamelsmu/research-council contains no test suite,NORMAL,ABSENCE,OBSERVATION,no,absence claim whose search coverage is recorded as incomplete,api_listing;commit_history;file_listing;readme,https://github.com/hamelsmu/research-council/tree/main;https://github.com/hamelsmu/research-council/commit/bd86b7e;https://github.com/hamelsmu/research-council;https://github.com/hamelsmu/research-council/blob/main/README.md,
hamel-husain-reverse-eng-site-skill-classification,hamelsmu/reverse-eng-site-skill: primary classification INSUFFICIENT_EVIDENCE (confidence 21 below the 40 floor for any classification),NORMAL,PRESENCE,INFERENCE,no,only self-described sources (e.g. README) back this claim; a README statement is not independent corroboration,,,
hamel-husain-reverse-eng-site-skill-no-tests,hamelsmu/reverse-eng-site-skill contains no test suite,NORMAL,ABSENCE,OBSERVATION,no,only self-described sources (e.g. README) back this claim; a README statement is not independent corroboration,,,
hamel-husain-rss-quarto-classification,hamelsmu/rss-quarto: primary classification INSUFFICIENT_EVIDENCE (confidence 21 below the 40 floor for any classification),NORMAL,PRESENCE,INFERENCE,no,only self-described sources (e.g. README) back this claim; a README statement is not independent corroboration,,,
